Unique Vintages,Project ID,VCS + ID,Vintage Year ,Issuance Date,Issuance Year,Project Name,Credits Issued
1081-2014-17560,1081,VCS1081,2014,11/15/2019,2019,"Clean Energy Generation in Gujarat, India",17560
1081-2013-15730,1081,VCS1081,2013,09/17/2015,2015,"Clean Energy Generation in Gujarat, India",15730
1081-2012-17995,1081,VCS1081,2012,09/17/2015,2015,"Clean Energy Generation in Gujarat, India",17995
1081-2012-2520,1081,VCS1081,2012,09/17/2015,2015,"Clean Energy Generation in Gujarat, India",2520
1081-2011-4855,1081,VCS1081,2011,09/17/2015,2015,"Clean Energy Generation in Gujarat, India",4855
1082-2018-844,1082,VCS1082,2018,11/26/2018,2018,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd, 	844 
1082-2017-4907,1082,VCS1082,2017,11/26/2018,2018,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,4907
1082-2016-3777,1082,VCS1082,2016,11/26/2018,2018,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,3777
1082-2016-1781,1082,VCS1082,2016,05/08/2017,2017,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,1781
1082-2015-6301,1082,VCS1082,2015,05/08/2017,2017,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,6301
1082-2015-1746,1082,VCS1082,2015,05/04/2016,2016,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,1746
1082-2014-6174,1082,VCS1082,2014,05/04/2016,2016,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,6174
1082-2014-1808,1082,VCS1082,2014,08/21/2015,2015,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,1808
1082-2013-6396,1082,VCS1082,2013,08/21/2015,2015,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,6396
1082-2013-1325,1082,VCS1082,2013,09/16/2013,2013,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,1325
1082-2012-16116,1082,VCS1082,2012,09/16/2013,2013,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,16116
1082-2011-10056,1082,VCS1082,2011,09/16/2013,2013,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,10056
1084-2016-2101,1084,VCS1084,2016,04/09/2019,2019,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",2101
1084-2015-1990,1084,VCS1084,2015,04/09/2019,2019,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",1990
1084-2014-305,1084,VCS1084,2014,04/09/2019,2019,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore", 	305 
1084-2014-1751,1084,VCS1084,2014,05/18/2016,2016,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",1751
1084-2013-2062,1084,VCS1084,2013,05/18/2016,2016,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",2062
1084-2012-525,1084,VCS1084,2012,05/18/2016,2016,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore", 	525 
1084-2012-1584,1084,VCS1084,2012,12/17/2013,2013,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",1584
1084-2011-2074,1084,VCS1084,2011,12/17/2013,2013,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",2074
1084-2010-574,1084,VCS1084,2010,12/17/2013,2013,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore", 	574 
1085-2020-229270,1085,VCS1085,2020,06/02/2021,2021,EcoPlanet Bamboo Central America - Reforestation Project,229270
1085-2014-34156,1085,VCS1085,2014,08/13/2014,2014,EcoPlanet Bamboo Central America - Reforestation Project,34156
1089-2020-3548,1089,VCS1089,2020,06/29/2021,2021,Laurelbrook Farm Dairy Manure Advanced Separation Project,3548
1089-2019-5269,1089,VCS1089,2019,06/29/2021,2021,Laurelbrook Farm Dairy Manure Advanced Separation Project,5269
1089-2018-6302,1089,VCS1089,2018,05/07/2020,2020,Laurelbrook Farm Dairy Manure Advanced Separation Project,6302
1089-2017-3250,1089,VCS1089,2017,05/07/2020,2020,Laurelbrook Farm Dairy Manure Advanced Separation Project,3250
1089-2016-3829,1089,VCS1089,2016,05/07/2020,2020,Laurelbrook Farm Dairy Manure Advanced Separation Project,3829
1089-2015-3814,1089,VCS1089,2015,05/07/2020,2020,Laurelbrook Farm Dairy Manure Advanced Separation Project,3814
1089-2014-3606,1089,VCS1089,2014,05/07/2020,2020,Laurelbrook Farm Dairy Manure Advanced Separation Project,3606
1089-2013-2975,1089,VCS1089,2013,04/20/2015,2015,Laurelbrook Farm Dairy Manure Advanced Separation Project,2975
1089-2012-2909,1089,VCS1089,2012,04/20/2015,2015,Laurelbrook Farm Dairy Manure Advanced Separation Project,2909
1089-2011-2680,1089,VCS1089,2011,04/20/2015,2015,Laurelbrook Farm Dairy Manure Advanced Separation Project,2680
1089-2010-1091,1089,VCS1089,2010,04/20/2015,2015,Laurelbrook Farm Dairy Manure Advanced Separation Project,1091
109-2012-1017,109,VCS109,2012,11/07/2012,2012,8.25 MW Bundled Wind Power Project,1017
109-2011-9439,109,VCS109,2011,11/07/2012,2012,8.25 MW Bundled Wind Power Project,9439
109-2010-6234,109,VCS109,2010,11/07/2012,2012,8.25 MW Bundled Wind Power Project,6234
109-2010-11210,109,VCS109,2010,04/19/2012,2012,8.25 MW Bundled Wind Power Project,11210
109-2009-10728,109,VCS109,2009,04/08/2011,2011,8.25 MW Bundled Wind Power Project,10728
109-2008-3839,109,VCS109,2008,09/11/2009,2009,8.25 MW Bundled Wind Power Project,3839
109-2007-9896,109,VCS109,2007,09/11/2009,2009,8.25 MW Bundled Wind Power Project,9896
109-2006-7922,109,VCS109,2006,09/11/2009,2009,8.25 MW Bundled Wind Power Project,7922
109-2005-516,109,VCS109,2005,09/11/2009,2009,8.25 MW Bundled Wind Power Project, 	516 
1090-2018-21129,1090,VCS1090,2018,06/08/2020,2020,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),21129
1090-2017-38471,1090,VCS1090,2017,06/08/2020,2020,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),38471
1090-2016-40448,1090,VCS1090,2016,06/08/2020,2020,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),40448
1090-2015-40205,1090,VCS1090,2015,06/08/2020,2020,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),40205
1090-2014-40241,1090,VCS1090,2014,06/08/2020,2020,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),40241
1090-2013-341,1090,VCS1090,2013,06/08/2020,2020,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02), 	341 
1090-2013-41272,1090,VCS1090,2013,10/18/2014,2014,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),41272
1090-2012-32158,1090,VCS1090,2012,07/13/2013,2013,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),32158
1091-2014-20783,1091,VCS1091,2014,05/18/2016,2016,SENA  HYDROELECTRIC POWER PLANT,20783
1092-2012-8234,1092,VCS1092,2012,08/19/2013,2013,"Solar Power Project in Gujarat, India by WAA Solar Private Limited",8234
1094-2014-41867,1094,VCS1094,2014,02/26/2021,2021,Ecomapua Amazon REDD Project,41867
1094-2017-23019,1094,VCS1094,2017,11/30/2020,2020,Ecomapua Amazon REDD Project,23019
1094-2006-154964,1094,VCS1094,2006,10/29/2020,2020,Ecomapua Amazon REDD Project,154964
1094-2010-156230,1094,VCS1094,2010,10/22/2018,2018,Ecomapua Amazon REDD Project,156230
1094-2011-259271,1094,VCS1094,2011,01/05/2017,2017,Ecomapua Amazon REDD Project,259271
1094-2009-151888,1094,VCS1094,2009,02/05/2016,2016,Ecomapua Amazon REDD Project,151888
1094-2008-11866,1094,VCS1094,2008,02/05/2016,2016,Ecomapua Amazon REDD Project,11866
1094-2007-198289,1094,VCS1094,2007,02/05/2016,2016,Ecomapua Amazon REDD Project,198289
1094-2005-97725,1094,VCS1094,2005,02/03/2016,2016,Ecomapua Amazon REDD Project,97725
1094-2004-90539,1094,VCS1094,2004,02/03/2016,2016,Ecomapua Amazon REDD Project,90539
1094-2003-442256,1094,VCS1094,2003,09/16/2015,2015,Ecomapua Amazon REDD Project,442256
1094-2012-333324,1094,VCS1094,2012,02/24/2015,2015,Ecomapua Amazon REDD Project,333324
1096-2012-40347,1096,VCS1096,2012,04/17/2017,2017,Renewable Energy Wind Power Project in Rajasthan,40347
1096-2012-6187,1096,VCS1096,2012,07/09/2013,2013,Renewable Energy Wind Power Project in Rajasthan,6187
1096-2011-42747,1096,VCS1096,2011,07/09/2013,2013,Renewable Energy Wind Power Project in Rajasthan,42747
1096-2010-4832,1096,VCS1096,2010,07/09/2013,2013,Renewable Energy Wind Power Project in Rajasthan,4832
1097-2012-74273,1097,VCS1097,2012,07/09/2013,2013,Wind Energy Project in Gujarat,74273
1097-2011-4335,1097,VCS1097,2011,07/09/2013,2013,Wind Energy Project in Gujarat,4335
1098-2008-16377,1098,VCS1098,2008,06/29/2016,2016,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,16377
1098-2009-117657,1098,VCS1098,2009,03/11/2015,2015,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,117657
1098-2010-130591,1098,VCS1098,2010,09/05/2013,2013,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,130591
1099-2012-151259,1099,VCS1099,2012,04/25/2014,2014,Qian'an Wangxin Caizi Town Windfarm Project Phase I,151259
11-2007-42753,11,VCS11,2007,07/23/2010,2010,"Waste heat power generation project at Hunan Anshi Xingyuan Power Generation Co., Ltd.",42753
11-2006-55959,11,VCS11,2006,07/23/2010,2010,"Waste heat power generation project at Hunan Anshi Xingyuan Power Generation Co., Ltd.",55959
110-2012-35132,110,VCS110,2012,05/03/2013,2013,Mani 14 MW Small Hydropower Project,35132
110-2012-15762,110,VCS110,2012,02/14/2013,2013,Mani 14 MW Small Hydropower Project,15762
110-2011-33167,110,VCS110,2011,02/14/2013,2013,Mani 14 MW Small Hydropower Project,33167
110-2011-14021,110,VCS110,2011,12/13/2011,2011,Mani 14 MW Small Hydropower Project,14021
110-2010-39702,110,VCS110,2010,12/13/2011,2011,Mani 14 MW Small Hydropower Project,39702
110-2010-15346,110,VCS110,2010,11/24/2010,2010,Mani 14 MW Small Hydropower Project,15346
110-2009-34491,110,VCS110,2009,11/24/2010,2010,Mani 14 MW Small Hydropower Project,34491
110-2009-15712,110,VCS110,2009,01/21/2010,2010,Mani 14 MW Small Hydropower Project,15712
110-2008-38932,110,VCS110,2008,01/21/2010,2010,Mani 14 MW Small Hydropower Project,38932
110-2008-54038,110,VCS110,2008,09/11/2009,2009,Mani 14 MW Small Hydropower Project,54038
110-2007-70600,110,VCS110,2007,09/11/2009,2009,Mani 14 MW Small Hydropower Project,70600
1100-2018-91486,1100,VCS1100,2018,09/30/2021,2021,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,91486
1100-2017-380281,1100,VCS1100,2017,09/30/2021,2021,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,380281
1100-2016-353741,1100,VCS1100,2016,09/30/2021,2021,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,353741
1100-2015-572720,1100,VCS1100,2015,09/23/2021,2021,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,572720
1100-2014-269115,1100,VCS1100,2014,09/23/2021,2021,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,269115
1100-2013-383952,1100,VCS1100,2013,09/23/2021,2021,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,383952
1100-2012-230753,1100,VCS1100,2012,09/23/2021,2021,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,230753
1100-2012-853840,1100,VCS1100,2012,07/22/2013,2013,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,853840
1102-2012-25208,1102,VCS1102,2012,07/12/2013,2013,"Wind Power Project in Tinwari, Rajasthan",25208
1102-2011-2887,1102,VCS1102,2011,07/12/2013,2013,"Wind Power Project in Tinwari, Rajasthan",2887
1109-2012-38183,1109,VCS1109,2012,08/05/2013,2013,Mithapur Solar Power Project,38183
111-2011-20247,111,VCS111,2011,03/23/2021,2021,"Kalealti 15 MW Hydropower Plant, Turkey",20247
111-2012-36975,111,VCS111,2012,03/10/2021,2021,"Kalealti 15 MW Hydropower Plant, Turkey",36975
111-2013-29424,111,VCS111,2013,01/11/2021,2021,"Kalealti 15 MW Hydropower Plant, Turkey",29424
111-2016-28471,111,VCS111,2016,12/30/2020,2020,"Kalealti 15 MW Hydropower Plant, Turkey",28471
111-2015-33039,111,VCS111,2015,12/30/2020,2020,"Kalealti 15 MW Hydropower Plant, Turkey",33039
111-2014-15722,111,VCS111,2014,12/30/2020,2020,"Kalealti 15 MW Hydropower Plant, Turkey",15722
111-2011-12672,111,VCS111,2011,10/03/2011,2011,"Kalealti 15 MW Hydropower Plant, Turkey",12672
111-2010-36392,111,VCS111,2010,10/03/2011,2011,"Kalealti 15 MW Hydropower Plant, Turkey",36392
111-2009-39588,111,VCS111,2009,10/03/2011,2011,"Kalealti 15 MW Hydropower Plant, Turkey",39588
111-2008-22572,111,VCS111,2008,10/21/2009,2009,"Kalealti 15 MW Hydropower Plant, Turkey",22572
111-2007-21611,111,VCS111,2007,08/28/2009,2009,"Kalealti 15 MW Hydropower Plant, Turkey",21611
111-2006-660,111,VCS111,2006,08/28/2009,2009,"Kalealti 15 MW Hydropower Plant, Turkey", 	660 
1111-2012-189017,1111,VCS1111,2012,10/06/2015,2015,PER 1 AND PER 2 WIND POWER PLANTS (UMBRELLA PROJECT),189017
1112-2016-184219,1112,VCS1112,2016,08/26/2020,2020,The Russas Project,184219
1112-2017-174227,1112,VCS1112,2017,07/21/2020,2020,The Russas Project,174227
1112-2015-179634,1112,VCS1112,2015,05/14/2020,2020,The Russas Project,179634
1112-2014-162177,1112,VCS1112,2014,07/08/2019,2019,The Russas Project,162177
1112-2013-140450,1112,VCS1112,2013,07/29/2015,2015,The Russas Project,140450
1113-2017-181536,1113,VCS1113,2017,04/30/2020,2020,The Valparaiso Project,181536
1113-2016-189476,1113,VCS1113,2016,04/30/2020,2020,The Valparaiso Project,189476
1113-2014-180586,1113,VCS1113,2014,08/03/2018,2018,The Valparaiso Project,180586
1113-2013-269234,1113,VCS1113,2013,07/29/2015,2015,The Valparaiso Project,269234
1113-2012-37540,1113,VCS1113,2012,02/06/2015,2015,The Valparaiso Project,37540
1114-2012-23792,1114,VCS1114,2012,01/22/2014,2014,SONAWADE SMALL HYDRO POWER PROJECT,23792
1114-2011-32378,1114,VCS1114,2011,11/28/2013,2013,SONAWADE SMALL HYDRO POWER PROJECT,32378
1114-2010-2179,1114,VCS1114,2010,11/28/2013,2013,SONAWADE SMALL HYDRO POWER PROJECT,2179
1115-2018-282018,1115,VCS1115,2018,11/18/2021,2021,JARI/AMAPÁ REDD+ PROJECT,282018
1115-2019-272314,1115,VCS1115,2019,10/06/2021,2021,JARI/AMAPÁ REDD+ PROJECT,272314
1115-2017-284595,1115,VCS1115,2017,07/23/2021,2021,JARI/AMAPÁ REDD+ PROJECT,284595
1115-2016-277676,1115,VCS1115,2016,07/23/2021,2021,JARI/AMAPÁ REDD+ PROJECT,277676
1115-2015-197650,1115,VCS1115,2015,07/23/2021,2021,JARI/AMAPÁ REDD+ PROJECT,197650
1115-2013-170778,1115,VCS1115,2013,11/03/2017,2017,JARI/AMAPÁ REDD+ PROJECT,170778
1115-2014-163779,1115,VCS1115,2014,10/17/2017,2017,JARI/AMAPÁ REDD+ PROJECT,163779
1115-2012-202003,1115,VCS1115,2012,09/05/2013,2013,JARI/AMAPÁ REDD+ PROJECT,202003
1117-2018-103596,1117,VCS1117,2018,07/15/2021,2021,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,103596
1117-2017-81648,1117,VCS1117,2017,07/15/2021,2021,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,81648
1117-2016-61411,1117,VCS1117,2016,07/15/2021,2021,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,61411
1117-2015-37852,1117,VCS1117,2015,07/15/2021,2021,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,37852
1117-2014-19299,1117,VCS1117,2014,07/15/2021,2021,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,19299
1117-2013-1601,1117,VCS1117,2013,07/15/2021,2021,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,1601
1118-2012-251529,1118,VCS1118,2012,08/06/2013,2013,Suruí Forest Carbon Project,251529
1119-2016-1756,1119,VCS1119,2016,06/13/2018,2018,RFC Grouped Wind Projects Phase II,1756
1119-2015-2078,1119,VCS1119,2015,06/13/2018,2018,RFC Grouped Wind Projects Phase II,2078
1119-2014-1134,1119,VCS1119,2014,06/13/2018,2018,RFC Grouped Wind Projects Phase II,1134
1119-2013-142,1119,VCS1119,2013,06/13/2018,2018,RFC Grouped Wind Projects Phase II, 	142 
112-2009-36915,112,VCS112,2009,02/24/2010,2010,"Yunnan Nameguo, Faguo Hydropower stations",36915
112-2007-60684,112,VCS112,2007,11/13/2009,2009,"Yunnan Nameguo, Faguo Hydropower stations",60684
112-2009-55962,112,VCS112,2009,07/23/2009,2009,"Yunnan Nameguo, Faguo Hydropower stations",55962
1120-2012-60249,1120,VCS1120,2012,05/15/2017,2017,"Vaayu India Wind Power Project in Jaisalmer, Rajasthan",60249
1120-2011-25564,1120,VCS1120,2011,07/08/2014,2014,"Vaayu India Wind Power Project in Jaisalmer, Rajasthan",25564
1121-2019-139644,1121,VCS1121,2019,11/22/2021,2021,Anhui Guzhen Biomass Generation Project,139644
1121-2016-143099,1121,VCS1121,2016,08/10/2021,2021,Anhui Guzhen Biomass Generation Project,143099
1121-2018-136833,1121,VCS1121,2018,08/06/2021,2021,Anhui Guzhen Biomass Generation Project,136833
1121-2015-34947,1121,VCS1121,2015,06/09/2021,2021,Anhui Guzhen Biomass Generation Project,34947
1121-2012-110934,1121,VCS1121,2012,02/18/2014,2014,Anhui Guzhen Biomass Generation Project,110934
1121-2011-132056,1121,VCS1121,2011,02/18/2014,2014,Anhui Guzhen Biomass Generation Project,132056
1122-2012-614104,1122,VCS1122,2012,08/27/2014,2014,April Salumei REDD Project,614104
1126-2017-180965,1126,VCS1126,2017,03/18/2020,2020,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,180965
1126-2016-193740,1126,VCS1126,2016,03/18/2020,2020,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,193740
1126-2015-192496,1126,VCS1126,2015,03/18/2020,2020,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,192496
1126-2014-191395,1126,VCS1126,2014,03/18/2020,2020,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,191395
1126-2013-47567,1126,VCS1126,2013,03/18/2020,2020,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,47567
1126-2010-22452,1126,VCS1126,2010,09/18/2015,2015,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,22452
1126-2009-185766,1126,VCS1126,2009,09/18/2015,2015,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,185766
1126-2008-116973,1126,VCS1126,2008,09/18/2015,2015,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,116973
1126-2007-5894,1126,VCS1126,2007,09/18/2015,2015,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,5894
1128-2012-58324,1128,VCS1128,2012,10/09/2013,2013,Hangjin Yihewusu Phase I 49.5MW Wind Power Project,58324
1128-2011-15,1128,VCS1128,2011,10/09/2013,2013,Hangjin Yihewusu Phase I 49.5MW Wind Power Project, 	15 
1129-2012-6344,1129,VCS1129,2012,03/28/2019,2019,3 MW bundled wind Power Project in Tamil Nadu,6344
1129-2011-4495,1129,VCS1129,2011,03/28/2019,2019,3 MW bundled wind Power Project in Tamil Nadu,4495
1129-2010-20,1129,VCS1129,2010,03/28/2019,2019,3 MW bundled wind Power Project in Tamil Nadu, 	20 
1133-2013-44018,1133,VCS1133,2013,12/06/2019,2019,Yacumama Forest Carbon Project,44018
1134-2016-64485,1134,VCS1134,2016,11/07/2019,2019,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,64485
1134-2015-73697,1134,VCS1134,2015,11/07/2019,2019,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,73697
1134-2014-73338,1134,VCS1134,2014,11/07/2019,2019,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,73338
1134-2013-70048,1134,VCS1134,2013,09/24/2019,2019,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,70048
1134-2012-3215,1134,VCS1134,2012,09/24/2019,2019,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,3215
1134-2012-78769,1134,VCS1134,2012,04/11/2014,2014,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,78769
